,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
D288,"Pickles, papaya",Per 100 g,203,0.8,8.7,30.3,1.7,791,100,PH
D289,"Pickles, whole, gherkins",Per 100 g,132,0.4,1.7,28.7,12.3,3565,100,PH
D290,"Pimiento, cnd",Per 100 g,20,0.6,0.5,3.3,1.4,10,100,PH
D292,"Radish, salted, cnd",Per 100 g,46,2.7,0.4,7.8,7.9,1230,100,PH
D293,"Taro lvs, dried",Per 100 g,388,23.1,9.2,53.1,25.0,20,100,PH
D294,"Bagbagkong flower, raw",Per 100 g,49,4.1,0.6,6.9,3.9,9,100,PH
D295,"Batwan, immature fruit, raw",Per 100 g,53,0.6,0.1,12.4,4.7,2,100,PH
D296,"Bitter melon/gourd, wild, fruit, raw",Per 100 g,29,1.2,0.3,5.4,2.4,7,100,PH
D297,"Malunggay leaves powder, dry",Per 100 g,382,28.8,8.7,47.0,26.1,119,100,PH
D298,"Mangrove apple, raw",Per 100 g,72,1.6,0.5,15.2,12.1,156,100,PH
D299,"Ivy gourd, immature fruit, raw",Per 100 g,28,1.2,0.3,5.2,2.1,10,100,PH
D300,"Basil, sweet, fresh",Per 100 g,46,3.3,0.6,6.9,5.0,13,100,PH
D301,"Libas, mature lvs",Per 100 g,90,3.8,1.3,15.7,8.7,9,100,PH
D302,"Libas, young lvs",Per 100 g,84,2.8,0.7,16.5,7.4,7,100,PH
D303,"Thyme, fresh",Per 100 g,118,5.3,1.9,20.0,14.6,30,100,PH
D304,Ginger,Per 100 g,46,1.1,0.8,8.5,1.1,3,100,PH
D305,Turmeric,Per 100 g,71,2.0,2.7,9.6,4.1,61,100,PH
E001,"Apple, green",Per 100 g,63,0.5,0.1,14.9,3.0,4,100,PH
E002,"Apple, red",Per 100 g,67,0.7,0.1,15.8,2.6,2,100,PH
E003,Atemoya,Per 100 g,63,0.5,0.3,14.5,2.3,5,100,PH
E004,"Avocado, green",Per 100 g,101,0.9,6.2,10.5,4.8,1,100,PH
E005,"Avocado, red",Per 100 g,100,0.9,7.6,7.0,4.3,2,100,PH
E006,"Banana, bungulan",Per 100 g,106,1.0,0.4,24.5,2.8,1,100,PH
E007,"Banana, butuan",Per 100 g,101,1.3,0.3,23.2,2.7,1,100,PH
E008,"Banana, cavendish, ripe",Per 100 g,104,0.9,0.9,23.1,2.7,13,100,PH
E009,"Banana, cavendish, unripe",Per 100 g,112,1.1,0.7,25.4,2.9,1,100,PH
E010,"Banana, gloria",Per 100 g,132,1.1,0.1,31.7,3.5,3,100,PH
E011,"Banana, lacatan",Per 100 g,126,1.4,0.2,29.6,3.3,2,100,PH
E012,"Banana, latundan",Per 100 g,105,1.2,0.3,24.4,2.8,3,100,PH
E013,"Banana, murado",Per 100 g,107,1.2,0.5,24.5,2.8,2,100,PH
E014,"Banana, saba",Per 100 g,110,1.1,0.4,25.5,2.9,2,100,PH
E015,"Banana, saba, boiled",Per 100 g,159,1.2,0.0,38.6,4.2,2,100,PH
E016,"Banana, ternate",Per 100 g,134,0.9,0.4,31.6,3.5,1,100,PH
E017,"Banana, tuldok",Per 100 g,99,1.1,0.2,23.3,2.6,1,100,PH
E018,Bignay,Per 100 g,35,0.7,0.8,6.3,3.0,1,100,PH
E019,Bilimbi,Per 100 g,23,0.7,0.2,4.5,1.9,4,100,PH
E020,Black/Java plum,Per 100 g,71,0.8,0.4,16.0,-,7,100,PH
E021,Barbados gooseberry,Per 100 g,36,1.0,0.7,6.3,3.0,1,100,PH
E022,Buri palm,Per 100 g,75,0.7,0.1,17.8,1.1,3,100,PH
E023,Calamansi/Philippine lemon,Per 100 g,44,0.4,1.0,8.3,2.4,3,100,PH
E024,Canistel,Per 100 g,172,2.5,0.6,39.1,10.3,10,100,PH
E025,Cashew fruit,Per 100 g,63,0.7,0.6,13.8,0.8,3,100,PH
E026,Java apple,Per 100 g,34,0.4,0.1,7.8,1.3,2,100,PH
E027,Custard apple,Per 100 g,131,1.4,0.2,31.0,2.9,5,100,PH
E028,Durian,Per 100 g,163,2.0,1.2,36.1,4.4,28,100,PH
E029,Velvet apple,Per 100 g,88,0.6,0.3,20.8,4.1,3,100,PH
E030,Grape,Per 100 g,83,0.4,0.3,19.7,1.0,16,100,PH
E031,"Guava, red",Per 100 g,102,0.9,0.4,23.8,7.2,5,100,PH
E032,"Guava, white",Per 100 g,70,0.8,0.3,16.0,5.0,3,100,PH
E033,Jackfruit,Per 100 g,111,1.4,0.4,25.4,1.6,2,100,PH
E034,Johey oak,Per 100 g,128,1.0,0.4,30.0,1.8,2,100,PH
E035,Jamaica cherry,Per 100 g,100,2.0,0.6,21.6,-,-,100,PH
E036,Jujube Indian/Chinese date,Per 100 g,73,1.0,0.4,16.4,2.9,4,100,PH
E037,Kaffir lime,Per 100 g,42,0.6,1.3,7.0,2.2,2,100,PH
E038,Kalumpit,Per 100 g,77,1.3,0.4,17.0,2.4,0,100,PH
E039,Lanzon,Per 100 g,64,1.0,0.3,14.2,2.7,1,100,PH
E040,Lemon,Per 100 g,42,0.5,1.6,6.3,2.2,2,100,PH
E041,Lemon peel,Per 100 g,82,1.1,0.3,18.6,11.9,7,100,PH
E042,Lime,Per 100 g,50,0.8,2.4,6.3,2.3,2,100,PH
E043,Lime peel,Per 100 g,121,3.4,0.2,26.5,18.3,10,100,PH
E044,Lipoti,Per 100 g,77,0.7,2.5,12.9,-,4,100,PH
E045,Lychee/Litchi,Per 100 g,87,1.5,0.1,20.1,1.6,6,100,PH
E046,Madras thorn,Per 100 g,93,3.2,0.4,19.1,-,19,100,PH
E047,Malay apple,Per 100 g,44,0.5,0.2,10.0,1.7,2,100,PH
E048,Malay gooseberry,Per 100 g,40,0.8,0.7,7.7,3.5,7,100,PH
E049,"Mango, Indian, unripe",Per 100 g,53,0.3,0.2,12.5,1.3,3,100,PH
E050,"Mango, Manila super, medium ripe",Per 100 g,66,0.4,0.4,15.2,1.6,14,100,PH
E051,"Mango, Manila super, ripe",Per 100 g,70,0.6,0.2,16.4,1.7,4,100,PH
E052,"Mango, Manila super, unripe",Per 100 g,63,0.5,0.2,14.9,1.5,6,100,PH
E053,"Mango, paho, unripe",Per 100 g,74,0.7,0.6,16.4,1.8,7,100,PH
E054,"Mango, piko, medium ripe",Per 100 g,83,0.3,0.9,18.4,1.9,17,100,PH
E055,"Mango, piko, ripe",Per 100 g,80,0.7,0.2,18.9,1.9,2,100,PH
E056,"Mango, piko, unripe",Per 100 g,69,0.5,0.4,15.8,1.6,6,100,PH
E057,"Mango, supsupin, ripe",Per 100 g,91,1.2,0.5,20.5,2.2,5,100,PH
E058,Mangosteen,Per 100 g,84,0.7,0.8,18.6,1.8,12,100,PH
E059,Many-spiked flacourtia,Per 100 g,118,0.6,0.6,27.6,3.9,1,100,PH
E060,Marmalade plum,Per 100 g,113,1.2,0.3,26.4,4.4,6,100,PH
E061,Melon,Per 100 g,23,0.5,0.3,4.8,0.6,11,100,PH
E062,"Melon, honey dew",Per 100 g,42,0.3,0.3,9.5,0.8,18,100,PH
E064,"Melon, watermelon",Per 100 g,31,0.1,0.2,7.2,0.4,1,100,PH
E065,"Orange, Ladu",Per 100 g,35,0.4,0.2,7.8,1.6,3,100,PH
E066,"Orange, Szinkom",Per 100 g,31,0.3,0.2,6.9,0.9,1,100,PH
E068,"Papaya fruit, medium ripe",Per 100 g,53,0.7,0.2,12.0,2.0,3,100,PH
E069,"Papaya fruit, ripe",Per 100 g,53,0.5,0.3,12.1,1.9,3,100,PH
E070,Pear,Per 100 g,57,0.4,0.6,12.6,2.7,1,100,PH
E071,"Persimmon, kaki",Per 100 g,86,0.4,0.6,19.7,3.9,1,100,PH
E072,Philippine dillenia,Per 100 g,33,0.3,0.2,7.4,-,-,100,PH
E073,Pineapple,Per 100 g,55,0.4,0.2,13.0,1.4,2,100,PH
E074,Pomegranate,Per 100 g,64,0.7,0.4,14.5,3.0,6,100,PH
E075,Pomelo,Per 100 g,51,0.7,0.6,10.6,1.1,2,100,PH
E076,Rambutan,Per 100 g,87,1.2,0.9,18.6,0.9,18,100,PH
E077,Rattan fruit,Per 100 g,88,0.6,1.2,18.6,-,-,100,PH
E078,Santol,Per 100 g,67,0.7,1.0,13.8,0.2,3,100,PH
E079,Sapodilla,Per 100 g,108,0.5,0.9,24.5,6.3,5,100,PH
E080,Sapote,Per 100 g,93,0.8,0.5,21.2,4.2,1,100,PH
E081,Stinking passion flower fruit,Per 100 g,62,0.6,0.5,13.7,6.1,16,100,PH
E082,Stinking passion flower juice,Per 100 g,56,0.8,0.6,11.8,0.2,5,100,PH
E083,Soursop,Per 100 g,70,1.1,0.1,16.2,3.2,4,100,PH
E084,Spanish plum,Per 100 g,88,0.9,0.2,20.6,-,2,100,PH
E085,"Star apple, green",Per 100 g,74,0.7,1.1,15.3,2.7,8,100,PH
E086,"Star apple, purple",Per 100 g,80,1.3,0.6,17.4,3.0,9,100,PH
E087,Starfruit,Per 100 g,39,0.5,0.7,7.7,3.0,2,100,PH
E088,Strawberry,Per 100 g,34,0.8,0.2,7.2,1.9,1,100,PH
E089,Sugar apple/Sweetsop,Per 100 g,104,1.3,0.4,23.7,4.3,4,100,PH
E090,Sugar palm,Per 100 g,19,0.1,0.2,4.3,0.8,2,100,PH
E091,"Sugar palm, boiled",Per 100 g,13,0.1,0.2,2.8,0.5,1,100,PH
E092,Susong-kalabaw,Per 100 g,39,0.7,0.4,8.1,-,-,100,PH
E093,"Tamarind, ripe",Per 100 g,258,2.0,0.6,61.1,5.0,4,100,PH
E094,"Tamarind, unripe",Per 100 g,77,0.9,0.3,17.7,-,3,100,PH
E095,"Tamarind, unripe, boiled",Per 100 g,30,0.7,0.1,6.6,-,-,100,PH
E096,"Banana chips, salted",Per 100 g,585,1.8,41.2,51.8,7.8,-,100,PH
E097,"Banana chips, sweetn",Per 100 g,568,1.5,35.1,61.6,8.0,6,100,PH
E098,"Banana cracker, sweetn",Per 100 g,509,2.1,27.7,62.8,-,-,100,PH
E099,Banana fritter,Per 100 g,240,3.0,3.9,48.1,4.2,190,100,PH
E100,"Banana, saba, mashed, w/ sugar & marg",Per 100 g,204,1.4,3.6,41.4,1.7,140,100,PH
E101,"Banana, saba, w/ sugar, fried",Per 100 g,183,2.0,2.6,37.8,1.6,6,100,PH
E102,"Banana, saba, w/ sugar, wrapped, fried",Per 100 g,259,2.4,6.4,48.0,1.6,89,100,PH
E103,"Bilimbi, pickled",Per 100 g,22,0.5,0.1,4.7,1.4,2609,100,PH
E104,"Cherry, in syrup, drnd",Per 100 g,106,0.2,0.5,25.1,1.7,4,100,PH
E105,"Date, dried",Per 100 g,346,1.7,2.8,78.6,8.5,2,100,PH
E106,Dikyam,Per 100 g,246,1.9,1.6,56.1,-,-,100,PH
E107,"Fruit cocktail, tropical, in syrup, cnd",Per 100 g,103,0.2,0.2,25.0,1.3,11,100,PH
E108,"Jujube Indian/Chinese date, dried",Per 100 g,333,1.1,0.5,80.9,6.2,9,100,PH
E109,"Mango chips, dried",Per 100 g,365,1.6,1.0,87.3,5.4,156,100,PH
E110,"Peach, in heavy syrup, cnd",Per 100 g,73,0.4,0.9,15.8,1.1,5,100,PH
E113,"Pineapple, crushed, cnd",Per 100 g,87,0.5,0.2,20.9,1.0,1,100,PH
E114,"Pineapple, slice, cnd",Per 100 g,119,0.4,0.8,27.5,1.1,1,100,PH
E115,Prune,Per 100 g,278,2.5,0.7,65.5,7.3,9,100,PH
E116,Raisin,Per 100 g,340,3.5,1.1,78.9,4.0,17,100,PH
E117,Dragon fruit,Per 100 g,66,1.0,1.0,13.2,2.0,18,100,PH
E118,"Kandis, flesh",Per 100 g,65,0.3,0.5,14.9,4.6,5,100,PH
E119,"Kandis, pulp",Per 100 g,60,0.3,0.2,14.3,1.6,15,100,PH
E120,"Libas fruit, ripe",Per 100 g,51,0.8,0.1,11.7,2.6,26,100,PH
E121,"Libas fruit, unripe",Per 100 g,40,0.8,0.1,8.9,3.0,8,100,PH
E122,Maraitum,Per 100 g,92,0.5,0.2,22.0,0.0,24,100,PH
E123,Palau-biyok,Per 100 g,115,0.6,0.3,27.5,0.3,11,100,PH
E124,Sapinit,Per 100 g,76,1.2,1.1,15.2,8.0,9,100,PH
E125,Tabo,Per 100 g,110,0.4,0.2,26.7,4.4,16,100,PH
F001,Beef blood,Per 100 g,90,20.6,0.6,0.5,-,111,100,PH
F002,"Beef blood, bbq",Per 100 g,93,19.7,1.1,1.1,-,-,100,PH
F003,Beef brain,Per 100 g,127,10.3,9.4,0.3,0.0,141,100,PH
F004,"Beef brain, boiled",Per 100 g,155,12.2,11.3,1.2,0.0,112,100,PH
F005,Beef brisket,Per 100 g,211,18.2,15.4,0.0,0.0,58,100,PH
F006,Beef chuck,Per 100 g,171,19.0,10.5,0.0,0.0,43,100,PH
F007,"Beef chuck, lean, boiled",Per 100 g,109,11.4,2.4,10.4,0.0,42,100,PH
F008,Beef club steak,Per 100 g,104,23.1,1.3,0.0,0.0,36,100,PH
F009,Beef flank,Per 100 g,231,19.4,17.0,0.0,0.0,49,100,PH
F010,Beef head,Per 100 g,139,25.0,4.2,0.4,-,-,100,PH
F011,Beef heart,Per 100 g,139,18.8,6.2,1.9,0.0,81,100,PH
F012,"Beef intestine, large",Per 100 g,103,5.0,8.1,2.6,0.0,84,100,PH
F013,"Beef intestine, small",Per 100 g,109,16.4,4.2,1.4,0.0,123,100,PH
F014,Beef kidney,Per 100 g,89,16.2,2.2,1.1,0.0,182,100,PH
F015,Beef lean meat,Per 100 g,134,23.1,4.6,0.0,0.0,59,100,PH
F016,"Beef lean meat, boiled",Per 100 g,146,25.3,5.0,0.0,0.0,33,100,PH
F017,"Beef lean meat, broiled",Per 100 g,149,30.4,3.0,0.0,0.0,67,100,PH
F018,"Beef lean meat, fried",Per 100 g,183,30.2,6.9,0.0,0.0,55,100,PH
F019,Beef liver,Per 100 g,144,20.6,3.2,8.3,0.0,74,100,PH
F020,"Beef liver, boiled",Per 100 g,154,25.5,4.0,4.0,0.0,67,100,PH
F021,Beef lung,Per 100 g,98,17.2,1.8,3.2,0.0,190,100,PH
F022,Beef mammary,Per 100 g,550,6.6,55.4,6.2,-,63,100,PH
F023,Beef omasum,Per 100 g,95,15.1,3.8,0.0,0.0,35,100,PH
F024,"Beef omasum, boiled",Per 100 g,93,14.8,3.7,0.0,0.0,70,100,PH
F025,Beef plate,Per 100 g,203,18.2,14.5,0.0,0.0,66,100,PH
F026,Beef porterhouse steak,Per 100 g,105,23.4,1.3,0.0,0.0,40,100,PH
F027,Beef reticulum,Per 100 g,170,13.9,12.1,1.4,0.0,86,100,PH
F028,"Beef reticulum, boiled",Per 100 g,167,11.5,13.4,0.0,0.0,94,100,PH
F029,Beef rib roast,Per 100 g,314,15.1,28.2,0.0,0.0,39,100,PH
F030,Beef round,Per 100 g,139,20.7,6.2,0.0,0.0,48,100,PH
F031,"Beef round, boiled",Per 100 g,106,19.2,3.2,0.0,0.0,25,100,PH
F032,"Beef round, broiled",Per 100 g,132,21.4,5.1,0.0,0.0,28,100,PH
F033,"Beef round, fried",Per 100 g,140,21.1,6.2,0.0,0.0,41,100,PH
F034,Beef rump,Per 100 g,104,20.7,2.4,0.0,0.0,42,100,PH
F035,Beef shank,Per 100 g,115,21.5,3.2,0.0,0.0,57,100,PH
F036,"Beef shank, boiled",Per 100 g,92,19.5,1.5,0.0,0.0,34,100,PH
F037,Beef short rib,Per 100 g,248,20.2,18.6,0.0,0.0,70,100,PH
F038,Beef sirloin,Per 100 g,132,20.5,5.6,0.0,0.0,56,100,PH
F039,"Beef sirloin, boiled",Per 100 g,106,18.3,3.6,0.0,0.0,39,100,PH
F040,"Beef sirloin, broiled",Per 100 g,138,22.2,5.5,0.0,0.0,41,100,PH
F041,"Beef sirloin, fried",Per 100 g,152,23.5,6.4,0.0,0.0,44,100,PH
F042,Beef spleen,Per 100 g,95,18.2,2.0,1.0,0.0,154,100,PH
F043,"Beef spleen, boiled",Per 100 g,85,16.4,2.2,0.0,0.0,38,100,PH
F044,Beef stomach,Per 100 g,119,17.6,5.3,0.2,0.0,57,100,PH
F045,Beef tail,Per 100 g,360,15.8,33.0,0.0,0.0,73,100,PH
F046,Beef tenderloin,Per 100 g,128,22.8,4.1,0.0,0.0,42,100,PH
F047,Beef tongue,Per 100 g,214,14.8,15.2,4.4,0.0,102,100,PH
F048,"Beef tongue, boiled",Per 100 g,227,11.4,12.0,18.3,0.0,65,100,PH
F049,Beef tripe,Per 100 g,102,11.0,5.8,1.4,0.0,116,100,PH
F050,"Beef tripe, boiled",Per 100 g,94,10.3,5.2,1.5,0.0,66,100,PH
F051,Beef uterus,Per 100 g,88,15.8,1.2,3.5,0.0,112,100,PH
F052,Carabeef blood,Per 100 g,75,18.6,0.0,0.2,-,-,100,PH
F053,Carabeef brain,Per 100 g,136,9.4,10.1,1.9,0.0,121,100,PH
F054,Carabeef chuck,Per 100 g,100,18.6,2.8,0.0,0.0,65,100,PH
F055,Carabeef heart,Per 100 g,114,17.4,4.6,0.7,0.0,101,100,PH
F056,"Carabeef intestine, large",Per 100 g,165,9.3,11.9,5.2,0.0,165,100,PH
F057,"Carabeef intestine, small",Per 100 g,148,10.4,9.7,4.7,0.0,157,100,PH
F058,Carabeef kidney,Per 100 g,77,14.0,1.8,1.1,0.0,147,100,PH
F059,Carabeef lean meat,Per 100 g,90,20.6,0.8,0.0,0.0,45,100,PH
F060,"Carabeef lean meat, boiled",Per 100 g,100,22.4,1.2,0.0,0.0,50,100,PH
F061,Carabeef liver,Per 100 g,108,15.5,1.7,7.6,0.0,61,100,PH
F062,Carabeef lung,Per 100 g,87,18.6,1.4,0.0,0.0,200,100,PH
F063,Carabeef omasum,Per 100 g,37,8.7,0.2,0.1,0.0,58,100,PH
F064,Carabeef reticulum,Per 100 g,119,11.2,6.9,2.9,0.0,133,100,PH
F065,Carabeef round,Per 100 g,94,20.4,1.4,0.0,0.0,45,100,PH
F066,Carabeef round steak,Per 100 g,100,21.4,1.6,0.0,0.0,48,100,PH
F067,Carabeef rump,Per 100 g,85,19.3,0.9,0.0,0.0,37,100,PH
F068,Carabeef shank,Per 100 g,102,20.2,2.4,0.0,0.0,55,100,PH
F069,Carabeef spleen,Per 100 g,98,21.2,1.5,0.0,0.0,90,100,PH
F070,Carabeef stomach,Per 100 g,81,18.7,0.7,0.0,0.0,123,100,PH
F071,Carabeef w/ fat,Per 100 g,119,21.8,3.6,0.0,0.0,56,100,PH
F072,"Carabeef w/ fat, boiled",Per 100 g,147,26.9,4.4,0.0,0.0,48,100,PH
F075,Chevon back,Per 100 g,96,20.4,1.6,0.0,0.0,45,100,PH
F076,Chevon breast,Per 100 g,82,17.7,1.2,0.0,0.0,39,100,PH
F077,Chevon flank,Per 100 g,149,16.6,9.2,0.0,0.0,52,100,PH
F078,Chevon heart,Per 100 g,125,17.1,5.9,0.8,0.0,147,100,PH
F079,"Chevon intestine, small",Per 100 g,71,10.2,3.4,0.0,-,-,100,PH
F080,Chevon kidney,Per 100 g,97,15.9,3.5,0.4,0.0,158,100,PH
F081,Chevon leg,Per 100 g,72,17.0,0.4,0.0,0.0,44,100,PH
F082,Chevon liver,Per 100 g,129,22.1,3.4,2.6,0.0,72,100,PH
F083,Chevon loin,Per 100 g,95,22.3,0.6,0.0,0.0,47,100,PH
F084,Chevon lung,Per 100 g,93,17.0,2.1,1.6,0.0,169,100,PH
F085,Chevon neck,Per 100 g,121,23.3,3.1,0.0,0.0,81,100,PH
F086,Chevon rib,Per 100 g,90,19.9,1.2,0.0,0.0,54,100,PH
F087,Chevon shank,Per 100 g,89,19.8,1.1,0.0,0.0,53,100,PH
F088,Chevon shoulder,Per 100 g,90,17.4,2.3,0.0,0.0,54,100,PH
F089,Chevon stomach,Per 100 g,57,9.8,1.1,1.9,0.0,81,100,PH
F090,"Chick, one-day old, fried",Per 100 g,237,25.3,14.6,1.2,-,151,100,PH
F091,Chicken back,Per 100 g,207,17.4,15.3,0.0,0.0,51,100,PH
F092,Chicken blood,Per 100 g,59,13.9,0.1,0.5,-,-,100,PH
F093,Chicken breast,Per 100 g,131,21.6,5.0,0.0,0.0,66,100,PH
F094,Chicken feet,Per 100 g,187,24.7,9.8,0.0,0.0,112,100,PH
F095,"Chicken feet, bbq",Per 100 g,229,26.9,11.9,3.6,0.0,671,100,PH
F096,Chicken gizzard,Per 100 g,106,21.8,1.0,2.5,0.0,83,100,PH
F097,Chicken head,Per 100 g,129,13.1,8.2,0.8,0.0,37,100,PH
F098,"Chicken head, bbq",Per 100 g,220,20.5,14.7,1.3,0.0,-,100,PH
F099,Chicken heart,Per 100 g,197,11.6,15.9,1.9,0.0,144,100,PH
F100,Chicken intestine,Per 100 g,155,13.0,11.4,0.0,-,24,100,PH
F101,"Chicken intestine, bbq",Per 100 g,210,28.2,9.6,3.0,0.0,554,100,PH
F102,Chicken leg/drumstick,Per 100 g,204,17.1,15.1,0.0,0.0,127,100,PH
F103,Chicken liver,Per 100 g,124,18.1,3.9,4.0,0.0,97,100,PH
F104,Chicken neck,Per 100 g,314,14.1,28.6,0.0,0.0,68,100,PH
F105,"Chicken pullet, breast",Per 100 g,103,19.6,2.7,0.0,0.0,48,100,PH
F106,"Chicken pullet, thigh",Per 100 g,103,19.6,2.7,0.0,0.0,56,100,PH
F107,Chicken thigh,Per 100 g,149,19.8,7.7,0.0,0.0,88,100,PH
F108,Chicken thigh & leg,Per 100 g,187,17.6,13.0,0.0,0.0,79,100,PH
F109,Chicken wing,Per 100 g,194,18.9,13.2,0.0,0.0,81,100,PH
F110,Chicken white meat,Per 100 g,110,20.6,3.1,0.0,0.0,78,100,PH
F111,"Chicken, white meat, boiled",Per 100 g,173,32.9,4.6,0.0,0.0,81,100,PH
F112,"Chicken, white meat, fried",Per 100 g,226,40.3,7.2,0.0,0.1,104,100,PH
F113,"Chicken, whole",Per 100 g,215,17.4,16.2,0.0,0.0,69,100,PH
F116,Duck back,Per 100 g,191,22.6,11.2,0.0,0.0,42,100,PH
F117,Duck blood,Per 100 g,62,10.7,0.1,4.5,-,-,100,PH
F118,Duck breast,Per 100 g,157,22.8,7.3,0.0,0.0,89,100,PH
F119,Duck gizzard,Per 100 g,108,22.1,2.2,0.0,0.0,84,100,PH
F120,Duck liver,Per 100 g,116,15.6,3.8,4.9,0.0,127,100,PH
F121,Duck thigh,Per 100 g,171,20.5,9.9,0.0,0.0,38,100,PH
F122,Duck wing,Per 100 g,144,24.4,5.2,0.0,0.0,37,100,PH
F123,"Duck, wild, breast",Per 100 g,85,19.9,0.6,0.0,0.0,50,100,PH
F124,"Duck, wild, thigh",Per 100 g,85,19.5,0.8,0.0,0.0,36,100,PH
F125,Frog meat,Per 100 g,89,20.9,0.6,0.0,0.0,127,100,PH
F126,Goose breast,Per 100 g,122,23.4,3.2,0.0,0.0,76,100,PH
F127,Goose thigh,Per 100 g,127,23.0,3.9,0.0,0.0,77,100,PH
F128,Lamb flank,Per 100 g,149,16.6,9.2,0.0,0.0,76,100,PH
F129,Lamb foreshank,Per 100 g,135,19.9,6.1,0.0,0.0,59,100,PH
F130,Lamb hind shank,Per 100 g,124,20.6,4.6,0.0,0.0,62,100,PH
F131,Lamb liver,Per 100 g,136,21.8,4.0,3.1,0.0,74,100,PH
F132,Lamb loin,Per 100 g,123,20.2,4.7,0.0,0.0,64,100,PH
F133,Lamb lung,Per 100 g,95,17.3,1.7,2.5,0.0,175,100,PH
F134,Lamb neck,Per 100 g,141,18.9,7.3,0.0,0.0,56,100,PH
F135,Lamb riblet,Per 100 g,157,16.9,9.9,0.0,0.0,68,100,PH
F136,Lamb roast/back,Per 100 g,129,19.2,5.8,0.0,0.0,59,100,PH
F137,Lamb shoulder,Per 100 g,134,16.1,7.7,0.0,0.0,64,100,PH
F139,Moor hen breast,Per 100 g,147,21.4,6.8,0.0,0.0,61,100,PH
F140,Moor hen gizzard,Per 100 g,113,22.5,1.6,2.2,0.0,91,100,PH
F141,Moor hen liver,Per 100 g,130,18.0,3.5,6.5,0.0,88,100,PH
F142,Moor hen thigh,Per 100 g,134,20.1,5.9,0.0,0.0,65,100,PH
F143,Pigeon breast,Per 100 g,207,17.1,15.4,0.0,0.0,63,100,PH
F144,Pigeon thigh,Per 100 g,239,14.6,20.1,0.0,0.0,44,100,PH
F145,"Pigeon, squab/young meat",Per 100 g,154,17.0,9.5,0.0,0.0,34,100,PH
F146,Pork back fat,Per 100 g,513,11.6,51.8,0.0,0.0,47,100,PH
F147,Pork belly,Per 100 g,393,14.5,37.2,0.0,0.0,40,100,PH
F148,"Pork belly, broiled",Per 100 g,213,14.0,17.4,0.0,0.0,56,100,PH
F149,"Pork belly, fried",Per 100 g,245,12.3,21.8,0.0,0.0,61,100,PH
F151,"Pork belly, boiled",Per 100 g,444,13.0,43.6,0.0,0.0,89,100,PH
F152,Pork blood,Per 100 g,55,11.6,0.0,2.1,0.0,-,100,PH
F153,Pork Boston butt,Per 100 g,329,14.3,30.2,0.0,0.0,64,100,PH
F154,"Pork Boston butt, boiled",Per 100 g,346,10.1,33.9,0.0,0.0,57,100,PH
F155,"Pork Boston butt, broiled",Per 100 g,203,13.9,16.4,0.0,0.0,50,100,PH
F156,"Pork Boston butt, fried",Per 100 g,239,14.2,20.2,0.0,0.0,76,100,PH
F157,"Pork Boston butt, lean",Per 100 g,278,17.3,23.2,0.0,0.0,56,100,PH
F158,"Pork Boston butt, lean, boiled",Per 100 g,212,15.6,16.6,0.0,0.0,47,100,PH
F159,"Pork Boston butt, lean, broiled",Per 100 g,154,22.3,7.2,0.0,0.0,57,100,PH
F160,"Pork Boston butt, lean, fried",Per 100 g,136,20.5,6.0,0.0,0.0,63,100,PH
F161,Pork center loin,Per 100 g,519,12.5,52.1,0.0,0.0,49,100,PH
F162,Pork chop,Per 100 g,390,14.5,36.9,0.0,0.0,39,100,PH
F163,Pork ear,Per 100 g,385,11.8,36.9,1.3,0.0,249,100,PH
F164,"Pork ear, bbq",Per 100 g,350,23.8,25.9,5.4,0.0,503,100,PH
F165,Pork ham,Per 100 g,298,16.3,25.8,0.1,0.0,58,100,PH
F166,Pork head,Per 100 g,326,14.4,28.8,2.3,-,-,100,PH
F167,Pork heart,Per 100 g,116,16.4,5.3,0.6,0.0,99,100,PH
F168,"Pork intestine, large",Per 100 g,81,9.6,2.2,5.6,0.0,39,100,PH
F169,"Pork intestine, small",Per 100 g,71,12.6,2.3,0.0,0.0,107,100,PH
F170,"Pork intestine, small, bbq",Per 100 g,318,20.6,24.8,3.0,0.0,577,100,PH
F171,Pork kidney,Per 100 g,105,14.4,3.9,3.1,0.0,132,100,PH
F172,"Pork kidney, boiled",Per 100 g,106,13.9,3.2,5.3,0.0,60,100,PH
F173,Pork leg,Per 100 g,203,20.2,13.6,0.0,0.0,101,100,PH
F174,Pork liver,Per 100 g,119,18.0,2.8,5.5,0.0,85,100,PH
F175,"Pork liver, boiled",Per 100 g,170,17.8,3.5,16.9,0.0,47,100,PH
F176,"Pork liver, broiled",Per 100 g,180,19.8,4.4,15.4,0.0,49,100,PH
F177,"Pork liver, fried",Per 100 g,197,19.9,5.4,17.1,0.0,99,100,PH
F178,Pork lung,Per 100 g,73,12.2,1.8,2.0,0.0,116,100,PH
F179,Pork picnic,Per 100 g,387,13.4,37.0,0.0,0.0,61,100,PH
F180,"Pork picnic, boiled",Per 100 g,368,14.8,34.3,0.0,0.0,119,100,PH
F181,Pork skin,Per 100 g,319,19.8,26.6,0.0,0.0,6,100,PH
F182,Pork spare rib,Per 100 g,293,14.6,26.1,0.0,0.0,60,100,PH
F183,Pork spleen,Per 100 g,87,16.1,2.5,0.0,0.0,75,100,PH
F184,"Pork spleen, boiled",Per 100 g,94,15.2,3.7,0.0,0.0,64,100,PH
