food_id|attribute|value1|value2
G130|Fatty acids, total omega-3 polyunsaturated|0.73|g
G130|Fatty acids, total omega-6 polyunsaturated|0.07|g
G130|Cholesterol|92|mg
G131|thai_name|ปลาสำลี, เผา|
G131|english_name|Black-banded trevally, grilled|
G131|scientific_name|Seriolima nigrofasciata|
G131|base_weight|Per 100 g|
G131|Energy, by calculation|146|kcal
G131|Moisture|70.4|g
G131|Protein, total|21.88|g
G131|True protein|20.63|g
G131|Fat, total|6.40|g
G131|Carbohydrate, available|0.12|g
G131|Ash|1.20|g
G131|Calcium|62|mg
G131|Phosphorus|201|mg
G131|Sodium|206|mg
G131|Potassium|276|mg
G131|Iron|0.50|mg
G131|Zinc|0.40|mg
G131|Thiamin|0.06|mg
G131|Riboflavin|0.12|mg
G131|Niacin|4.70|mg
G131|Fatty acids, total saturated|2.62|g
G131|Fatty acids, total monounsaturated|2.53|g
G131|Fatty acids, total polyunsaturated|0.45|g
G131|Fatty acids, total omega-3 polyunsaturated|0.43|g
G131|Fatty acids, total omega-6 polyunsaturated|0.02|g
G131|Cholesterol|96|mg
G133|thai_name|ปลาสีกุนจุดเหลือง, สด|
G133|english_name|Brown spotted trevally, raw|
G133|scientific_name|Carangoides fulvoguttatus|
G133|base_weight|Per 100 g|
G133|Energy, by calculation|96|kcal
G133|Moisture|76.3|g
G133|Protein, total|22.40|g
G133|Fat, total|0.70|g
G133|Ash|1.40|g
G133|Calcium|42|mg
G133|Phosphorus|284|mg
G136|thai_name|ปลาสีเสียด, แห้ง|
G136|english_name|Slender queen fish, dried|
G136|scientific_name|Scomberoides tol|
G136|base_weight|Per 100 g|
G136|Energy, by calculation|158|kcal
G136|Moisture|49.1|g
G136|Protein, total|24.30|g
G136|Fat, total|6.70|g
G136|Ash|21.52|g
G136|Calcium|169|mg
G136|Sodium|5,764|mg
G136|Iron|3.34|mg
G137|thai_name|ปลาไส้ตัน, สด|
G137|english_name|Indian anchovy (common anchovy), whole, fresh|
G137|scientific_name|Encrasicholina sp.|
G137|base_weight|Per 100 g|
G137|Energy, by calculation|75|kcal
G137|Moisture|80.5|g
G137|Protein, total|18.00|g
G137|Fat, total|0.30|g
G137|Carbohydrate, available|0.10|g
G137|Ash|1.10|g
G137|Calcium|218|mg
G137|Phosphorus|211|mg
G137|Iron|1.70|mg
G137|Thiamin|0.02|mg
G137|Riboflavin|0.04|mg
G137|Niacin|0.60|mg
G138|thai_name|ปลาไส้ตัน, แห้ง|
G138|english_name|Indian anchovy (common anchovy), whole, dried|
G138|scientific_name|Encrasicholina sp.|
G138|base_weight|Per 100 g|
G138|Energy, by calculation|225|kcal
G138|Moisture|29.6|g
G138|Protein, total|50.10|g
G138|Fat, total|2.50|g
G138|Carbohydrate, available|0.50|g
G138|Ash|17.30|g
G138|Calcium|905|mg
G138|Phosphorus|601|mg
G138|Iron|4.00|mg
G138|Thiamin|0.01|mg
G138|Riboflavin|0.10|mg
G139|thai_name|ปลาหมอเทศ, สด|
G139|english_name|Java tilapia, raw|
G139|scientific_name|Oreochromis mossambicus|
G139|base_weight|Per 100 g|
G139|Energy, by calculation|131|kcal
G139|Moisture|75.4|g
G139|Protein, total|13.50|g
G139|Fat, total|7.50|g
G139|Carbohydrate, available|2.40|g
G139|Ash|1.20|g
G140|thai_name|ปลาหมอไทย, สด|
G140|english_name|Common climbing perch, raw|
G140|scientific_name|Anabas testudineus|
G140|base_weight|Per 100 g|
G140|Energy, by calculation|133|kcal
G140|Moisture|74.7|g
G140|Protein, total|17.20|g
G140|Fat, total|7.10|g
G140|Carbohydrate, available|0.10|g
G140|Ash|0.90|g
G140|Calcium|64|mg
G140|Phosphorus|161|mg
G140|Iron|2.50|mg
G140|Thiamin|0.03|mg
G140|Riboflavin|0.18|mg
G140|Niacin|2.60|mg
G141|thai_name|ปลาหมึกกระดอง, สด|
G141|english_name|Cuttlefish, rainbow, raw|
G141|scientific_name|Sepia pharaonis|
G141|base_weight|Per 100 g|
G141|Energy, by calculation|66|kcal
G141|Moisture|82.7|g
G141|Protein, total|15.47|g
G141|Fat, total|0.23|g
G141|Carbohydrate, available|0.51|g
G141|Ash|1.14|g
G141|Calcium|11|mg
G141|Phosphorus|89|mg
G141|Sodium|330|mg
G141|Iron|0.44|mg
G141|Fatty acids, total saturated|0.08|g
G141|Fatty acids, total monounsaturated|0.02|g
G141|Fatty acids, total polyunsaturated|0.09|g
G141|Fatty acids, total omega-3 polyunsaturated|0.07|g
G141|Cholesterol|241|mg
G145|thai_name|ปลาหมึกกล้วย, ลอกหนังติดหัว, แช่แข็ง|
G145|english_name|Squid, splendid, whole, cleaned, frozen|
G145|scientific_name|Loligo formosana|
G145|base_weight|Per 100 g|
G145|Energy, by calculation|59|kcal
G145|Moisture|85.6|g
G145|Protein, total|11.80|g
G145|Fat, total|1.00|g
G145|Carbohydrate, available|0.70|g
G145|Ash|0.90|g
G145|Calcium|12|mg
G145|Sodium|238|mg
G145|Iron|0.50|mg
G143|thai_name|ปลาหมึกกล้วย, สด|
G143|english_name|Squid, splendid, raw|
G143|scientific_name|Loligo formosana|
G143|base_weight|Per 100 g|
G143|Energy, by calculation|66|kcal
G143|Moisture|83.1|g
G143|Protein, total|15.36|g
G143|Fat, total|0.40|g
G143|Carbohydrate, available|0.20|g
G143|Ash|0.96|g
G143|Calcium|8|mg
G143|Phosphorus|163|mg
G143|Magnesium|32|mg
G143|Sodium|254|mg
G143|Potassium|107|mg
G143|Iron|1.20|mg
G143|Copper|0.19|mg
G143|Zinc|1.10|mg
G143|Selenium|43.9|mcg
G143|Thiamin|0.02|mg
G143|Riboflavin|0.03|mg
G143|Niacin|2.00|mg
G143|Fatty acids, total saturated|0.12|g
G143|Fatty acids, total monounsaturated|0.04|g
G143|Fatty acids, total polyunsaturated|0.18|g
G143|Fatty acids, total omega-3 polyunsaturated|0.14|g
G143|Fatty acids, total omega-6 polyunsaturated|0.01|g
G143|Cholesterol|329|mg
G146|thai_name|ปลาหมึกกล้วย, แห้ง|
G146|english_name|Squid, splendid, dried|
G146|scientific_name|Loligo formosana|
G146|base_weight|Per 100 g|
G146|Energy, by calculation|252|kcal
G146|Moisture|36.2|g
G146|Protein, total|47.90|g
G146|Fat, total|5.60|g
G146|Carbohydrate, available|2.50|g
G146|Ash|7.80|g
G146|Calcium|24|mg
G147|thai_name|ปลาหางแข็ง (แข้งไก่/หางกิ่วหม้อ), สด|
G147|english_name|Hardtail scad, raw|
G147|scientific_name|Megalaspis cordyla|
G147|base_weight|Per 100 g|
G147|Energy, by calculation|91|kcal
G147|Moisture|78.0|g
G147|Protein, total|22.10|g
G147|Fat, total|0.30|g
G147|Ash|1.20|g
G147|Calcium|51|mg
G147|Phosphorus|155|mg
G149|thai_name|ปลาหางแข็ง, แห้ง|
G149|english_name|Hardtail scad, dried|
G149|scientific_name|Megalaspis cordyla|
G149|base_weight|Per 100 g|
G149|Energy, by calculation|168|kcal
G149|Moisture|46.9|g
G149|Protein, total|38.40|g
G149|Fat, total|1.60|g
G149|Ash|13.70|g
G149|Calcium|134|mg
G149|Phosphorus|261|mg
G149|Iron|6.00|mg
G149|Thiamin|0.09|mg
G149|Riboflavin|0.23|mg
G150|thai_name|ปลาไหล, สด|
G150|english_name|Eel, swamp, raw|
G150|scientific_name|Fluta alba|
G150|base_weight|Per 100 g|
G150|Energy, by calculation|86|kcal
G150|Moisture|78.9|g
G150|Protein, total|19.63|g
G150|True protein|18.13|g
G150|Fat, total|0.78|g
G150|Ash|1.07|g
G150|Calcium|33|mg
G150|Phosphorus|153|mg
G150|Magnesium|34|mg
G150|Sodium|58|mg
G150|Potassium|253|mg
G150|Iron|1.74|mg
G150|Copper|0.03|mg
G150|Zinc|0.83|mg
G150|Thiamin|0.07|mg
G150|Riboflavin|0.46|mg
G150|Niacin|1.35|mg
G150|Fatty acids, total saturated|0.14|g
G150|Fatty acids, total monounsaturated|0.51|g
G150|Fatty acids, total polyunsaturated|0.04|g
G150|Fatty acids, total omega-3 polyunsaturated|0.04|g
G150|Cholesterol|121|mg
G151|thai_name|ปลาไหล, ต้ม|
G151|english_name|Eel, swamp, boiled|
G151|scientific_name|Fluta alba|
G151|base_weight|Per 100 g|
G151|Energy, by calculation|92|kcal
G151|Moisture|76.9|g
G151|Protein, total|20.63|g
G151|True protein|16.88|g
G151|Fat, total|0.60|g
G151|Carbohydrate, available|0.97|g
G151|Ash|0.90|g
G151|Calcium|23|mg
G151|Phosphorus|139|mg
G151|Sodium|64|mg
G151|Potassium|248|mg
G151|Iron|1.60|mg
G151|Copper|0.10|mg
G151|Zinc|0.70|mg
G151|Riboflavin|0.99|mg
G151|Niacin|2.10|mg
G151|Fatty acids, total saturated|0.10|g
G151|Fatty acids, total monounsaturated|0.40|g
G151|Fatty acids, total polyunsaturated|0.03|g
G151|Fatty acids, total omega-3 polyunsaturated|0.03|g
G151|Cholesterol|116|mg
G153|thai_name|ปลาอินทรี, ชิ้น, สด|
G153|english_name|Mackerel, Spanish, piece, raw|
G153|scientific_name|Scomberomorus sp.|
G153|base_weight|Per 100 g|
G153|Energy, by calculation|119|kcal
G153|Moisture|73.3|g
G153|Protein, total|21.25|g
G153|True protein|20.00|g
G153|Fat, total|3.60|g
G153|Carbohydrate, available|0.35|g
G153|Ash|1.50|g
G153|Calcium|10|mg
G153|Phosphorus|237|mg
G153|Sodium|145|mg
G153|Potassium|285|mg
G153|Iron|0.40|mg
G153|Zinc|0.40|mg
G153|Thiamin|0.03|mg
G153|Riboflavin|0.14|mg
G153|Niacin|2.30|mg
G153|Fatty acids, total saturated|1.64|g
G153|Fatty acids, total monounsaturated|1.04|g
G153|Fatty acids, total polyunsaturated|0.32|g
G153|Fatty acids, total omega-3 polyunsaturated|0.32|g
G153|Cholesterol|66|mg
G152|thai_name|ปลาอินทรี, ชิ้น, ทอด|
G152|english_name|Mackerel, Spanish, piece, fried|
G152|scientific_name|Scomberomorus sp.|
G152|base_weight|Per 100 g|
G152|Energy, by calculation|190|kcal
G152|Moisture|61.2|g
G152|Protein, total|28.13|g
G152|True protein|25.63|g
G152|Fat, total|8.50|g
G152|Carbohydrate, available|0.27|g
G152|Ash|1.90|g
G152|Calcium|27|mg
G152|Phosphorus|312|mg
G152|Sodium|161|mg
G152|Potassium|390|mg
G152|Iron|0.50|mg
G152|Copper|0.10|mg
G152|Zinc|0.20|mg
G152|Thiamin|0.04|mg
G152|Riboflavin|0.23|mg
G152|Niacin|3.20|mg
G152|Fatty acids, total saturated|2.12|g
G152|Fatty acids, total monounsaturated|2.03|g
G152|Fatty acids, total polyunsaturated|3.38|g
G152|Fatty acids, total omega-3 polyunsaturated|1.14|g
G152|Fatty acids, total omega-6 polyunsaturated|2.24|g
G152|Cholesterol|81|mg
G154|thai_name|ปลิงขาว, สด|
G154|english_name|Sea cucumber, white, without internal organs, raw|
G154|scientific_name|Holothuria scabra|
G154|base_weight|Per 100 g|
G154|Energy, by calculation|65|kcal
G154|Moisture|78.8|g
G154|Protein, total|10.49|g
G154|Fat, total|0.04|g
G154|Carbohydrate, available|5.62|g
G154|Ash|5.08|g
G155|thai_name|ปลิงทะเล/ปลิงดำ, สด|
G155|english_name|Sea cucumber, black, raw|
G155|scientific_name|Holothuria atra|
G155|base_weight|Per 100 g|
G155|Energy, by calculation|44|kcal
G155|Moisture|85.0|g
G155|Protein, total|8.72|g
G155|Fat, total|0.28|g
G155|Carbohydrate, available|1.76|g
G155|Ash|4.24|g
G219|thai_name|ปู, ขาคู่สุดท้าย (กรรเชียง), เนื้อ, สุก|
G219|english_name|Crab, paddle-leg, flesh, cooked|
G219|scientific_name|Portunus pelagicus|
G219|base_weight|Per 100 g|
G219|Energy, by calculation|92|kcal
G219|Moisture|76.2|g
G219|Protein, total|20.50|g
G219|Fat, total|0.90|g
G219|Carbohydrate, available|0.60|g
G219|Ash|1.80|g
G219|Calcium|72|mg
G219|Sodium|218|mg
G219|Iron|0.40|mg
G156|thai_name|ปูทะเล, เนื้อ|
G156|english_name|Crab, serraed mud, meat|
G156|scientific_name|Scylla serrata|
G156|base_weight|Per 100 g|
G156|Energy, by calculation|92|kcal
G156|Moisture|78.8|g
G156|Protein, total|17.32|g
G156|Fat, total|2.54|g
G156|Ash|2.10|g
G156|Calcium|205|mg
G156|Phosphorus|285|mg
G156|Iron|3.70|mg
G156|Thiamin|0.04|mg
G156|Riboflavin|0.09|mg
G156|Niacin|4.60|mg
G157|thai_name|ปูทะเล, เนื้อ, ต้ม|
G157|english_name|Crab, serraed mud, meat, boiled|
G157|scientific_name|Scylla serrata|
G157|base_weight|Per 100 g|
G157|Moisture|78.0|g
G157|Protein, total|17.60|g
G157|Calcium|171|mg
G157|Phosphorus|328|mg
G157|Sodium|331|mg
G157|Potassium|211|mg
G157|Iron|1.40|mg
G157|Copper|1.30|mg
G157|Zinc|3.10|mg
G157|Selenium|46.1|mcg
G20|thai_name|ปูนา, สด|
G20|english_name|Crab, ricefield, raw|
G20|scientific_name|Esanthelphusa spp|
G20|base_weight|Per 100 g|
G20|Energy, by calculation|69|kcal
G20|Moisture|66.5|g
G20|Protein, total|13.14|g
G20|Fat, total|1.08|g
G20|Carbohydrate, available|1.75|g
G20|Ash|17.50|g
G20|Calcium|5,924|mg
G20|Phosphorus|356|mg
G20|Sodium|302|mg
G20|Potassium|244|mg
G20|Iron|25.07|mg
G20|Riboflavin|0.63|mg
G20|Niacin|1.06|mg
G160|thai_name|ปูม้า|
G160|english_name|Crab, blue swimming|
G160|scientific_name|Portunus pelagicus|
G160|base_weight|Per 100 g|
G160|Energy, by calculation|73|kcal
G160|Moisture|80.5|g
G160|Protein, total|15.10|g
G160|Fat, total|0.72|g
G160|Carbohydrate, available|1.60|g
G160|Ash|2.14|g
G160|Calcium|127|mg
G160|Phosphorus|214|mg
G160|Iron|1.70|mg
G160|Thiamin|0.03|mg
G160|Riboflavin|0.24|mg
G160|Niacin|2.80|mg
G163|thai_name|ม้าน้ำ|
G163|english_name|Sea horse|
G163|scientific_name|Hippocampus sp.|
G163|base_weight|Per 100 g|
G163|Energy, by calculation|194|kcal
G163|Moisture|24.7|g
G163|Protein, total|28.50|g
G163|Fat, total|0.40|g
G163|Carbohydrate, available|19.20|g
G163|Ash|27.20|g
G163|Calcium|563|mg
G165|thai_name|แมงกะพรุน, แห้ง|
G165|english_name|Jellyfish, dried|
G165|scientific_name|Rhopilema esculenta|
G165|base_weight|Per 100 g|
G165|Energy, by calculation|38|kcal
G165|Moisture|76.2|g
G165|Protein, total|6.90|g
G165|Carbohydrate, available|2.50|g
G165|Ash|14.40|g
G165|Calcium|60|mg
G165|Phosphorus|18|mg
G165|Iron|2.10|mg
G166|thai_name|หอยกะพง, ดิบ|
G166|english_name|Mussel, horse, raw|
G166|scientific_name|Musculus senhousia|
G166|base_weight|Per 100 g|
G166|Energy, by calculation|48|kcal
G166|Moisture|88.5|g
G166|Protein, total|8.30|g
G166|Fat, total|1.40|g
G166|Carbohydrate, available|0.45|g
G166|Ash|1.40|g
G166|Calcium|65|mg
G166|Phosphorus|138|mg
G166|Iron|13.60|mg
G166|Thiamin|0.01|mg
G166|Riboflavin|0.20|mg
G166|Niacin|2.20|mg
G166|Vitamin C|5|mg
G168|thai_name|หอยขม, ดิบ|
G168|english_name|Snail, pond/river, raw|
G168|scientific_name|Sinotaia ingallsiana|
G168|base_weight|Per 100 g|
G168|Energy, by calculation|75|kcal
G168|Moisture|80.0|g
G168|Protein, total|12.39|g
G168|Fat, total|1.19|g
G168|Carbohydrate, available|3.60|g
G168|Ash|2.87|g
G168|Calcium|930|mg
G168|Phosphorus|113|mg
G168|Sodium|30|mg
G168|Potassium|190|mg
G168|Iron|6.51|mg
G168|Thiamin|0.01|mg
G168|Riboflavin|0.23|mg
G168|Niacin|0.55|mg
G220|thai_name|หอยขม, ต้ม|
G220|english_name|Snail, pond/river, boiled|
G220|scientific_name|Sinotaia ingallsiana|
G220|base_weight|Per 100 g|
G220|Energy, by calculation|85|kcal
G220|Moisture|73.6|g
G220|Protein, total|13.92|g
G220|Fat, total|0.77|g
G220|Carbohydrate, available|5.59|g
G220|Ash|6.16|g
G220|Calcium|1,053|mg
G220|Magnesium|196|mg
G220|Potassium|42|mg
G220|Iron|24.27|mg
G220|Zinc|9.72|mg
G220|Retinol|9|mcg
G220|Vitamin A; retinol activity equivalent|9|mcg
G220|Riboflavin|0.04|mg
G220|Niacin|0.39|mg
G220|Fatty acids, total saturated|0.27|g
G220|Fatty acids, total monounsaturated|0.18|g
G220|Fatty acids, total polyunsaturated|0.27|g
G220|Fatty acids, total omega-3 polyunsaturated|0.05|g
G220|Fatty acids, total omega-6 polyunsaturated|0.16|g
G220|Cholesterol|112|mg
G169|thai_name|หอยแครง, ดิบ|
G169|english_name|Cockle / ark shell , raw|
G169|scientific_name|Arca granosa|
G169|base_weight|Per 100 g|
G169|Energy, by calculation|68|kcal
G169|Moisture|82.5|g
G169|Protein, total|11.26|g
G169|Fat, total|0.98|g
G169|Carbohydrate, available|3.51|g
G169|Ash|1.76|g
G169|Calcium|123|mg
G169|Phosphorus|153|mg
G169|Magnesium|58|mg
G169|Sodium|386|mg
G169|Potassium|175|mg
G169|Iron|8.56|mg
G169|Copper|0.15|mg
G169|Zinc|2.20|mg
G169|Selenium|55.8|mcg
G169|Retinol|12|mcg
G169|b-carotene|74|mcg
G169|Vitamin A; retinol activity equivalent|18|mcg
G169|Thiamin|0.12|mg
G169|Riboflavin|0.28|mg
G169|Niacin|1.70|mg
G171|thai_name|หอยแครง, ลวก|
G171|english_name|Cockle / ark shell, blanched|
G171|scientific_name|Arca granosa|
G171|base_weight|Per 100 g|
G171|Energy, by calculation|58|kcal
G171|Moisture|84.7|g
G171|Protein, total|9.66|g
G171|Fat, total|0.59|g
G171|Carbohydrate, available|3.41|g
G171|Ash|1.61|g
G171|Calcium|47|mg
G171|Phosphorus|54|mg
G171|Magnesium|58|mg
G171|Potassium|136|mg
G171|Iron|13.52|mg
G171|Zinc|1.98|mg
G171|Retinol|13|mcg
G171|Vitamin A; retinol activity equivalent|13|mcg
G171|Thiamin|0.24|mg
G171|Riboflavin|0.12|mg
G171|Niacin|1.69|mg
G171|Vitamin C|4|mg
G171|Fatty acids, total saturated|0.45|g
G171|Fatty acids, total monounsaturated|0.11|g
G171|Fatty acids, total polyunsaturated|0.14|g
G171|Fatty acids, total omega-3 polyunsaturated|0.08|g
G171|Fatty acids, total omega-6 polyunsaturated|0.06|g
G171|Cholesterol|32|mg
G173|thai_name|หอยเชลล์/หอยพัด, ดิบ|
G173|english_name|Scallop/ radiated, raw|
G173|scientific_name|Amusium pleuronectes|
G173|base_weight|Per 100 g|
G173|Energy, by calculation|106|kcal
G173|Moisture|72.8|g
G173|Protein, total|22.30|g
G173|Fat, total|0.40|g
G173|Carbohydrate, available|3.30|g
G173|Ash|1.20|g
G173|Calcium|14|mg
G173|Phosphorus|138|mg
G173|Iron|0.60|mg
G173|Thiamin|0.05|mg
G173|Riboflavin|0.02|mg
G221|thai_name|หอยเซลล์/หอยพัด, มีไข่, ดิบ|
G221|english_name|Scallop/ radiated, with egg, raw|
G221|scientific_name|Amusium pleuronectes|
G221|base_weight|Per 100 g|
G221|Energy, by calculation|74|kcal
G221|Moisture|81.1|g
G221|Protein, total|13.60|g
G221|Fat, total|0.50|g
G221|Carbohydrate, available|3.70|g
G221|Ash|1.10|g
G221|Calcium|8|mg
G221|Sodium|240|mg
G221|Iron|0.40|mg
G29|thai_name|หอยเชอรี่, สด|
G29|english_name|Apples nail, golden/channeled, raw|
G29|scientific_name|Pomacea canaliculata|
G29|base_weight|Per 100 g|
G29|Energy, by calculation|52|kcal
G29|Moisture|84.9|g
G29|Protein, total|10.62|g
G29|Fat, total|0.56|g
G29|Carbohydrate, available|1.23|g
G29|Ash|2.65|g
G29|Calcium|784|mg
G29|Phosphorus|102|mg
G29|Sodium|77|mg
G29|Potassium|102|mg
G29|Iron|3.17|mg
G29|Thiamin|0.10|mg
G29|Riboflavin|0.15|mg
G29|Niacin|1.91|mg
G174|thai_name|หอยนางรม,ดิบ|
G174|english_name|Oyster, Pacific, raw|
G174|scientific_name|Crassostrea gigas|
G174|base_weight|Per 100 g|
G174|Moisture|88.5|g
G174|Calcium|42|mg
G174|Phosphorus|119|mg
G174|Sodium|60|mg
G174|Potassium|29|mg
G174|Iron|3.50|mg
G174|Copper|5.40|mg
G174|Zinc|6.00|mg
G174|Selenium|29.3|mcg
G174|Cholesterol|65|mg
G222|thai_name|หอยนางรม, ผัด|
G222|english_name|Oyster, Pacific, stir fried|
G222|scientific_name|Crassostrea gigas|
G222|base_weight|Per 100 g|
G222|Energy, by calculation|83|kcal
G222|Moisture|83.8|g
G222|Protein, total|7.28|g
G222|Fat, total|4.06|g
G222|Carbohydrate, available|4.41|g
G222|Ash|0.46|g
G222|Calcium|24|mg
G222|Magnesium|12|mg
G222|Potassium|56|mg
G222|Iron|1.44|mg
G222|Zinc|7.77|mg
G222|Retinol|23|mcg
G222|Vitamin A; retinol activity equivalent|23|mcg
G222|Riboflavin|0.07|mg
G222|Niacin|1.26|mg
G222|Sugars, total|0.17|g
G222|Fatty acids, total saturated|1.50|g
G222|Fatty acids, total monounsaturated|0.66|g
G222|Fatty acids, total polyunsaturated|1.66|g
G222|Fatty acids, total omega-3 polyunsaturated|0.70|g
G222|Fatty acids, total omega-6 polyunsaturated|0.95|g
G222|Cholesterol|52|mg
G177|thai_name|หอยแมลงภู่, ดิบ|
G177|english_name|Mussel, green, fresh|
G177|scientific_name|Perna viridis|
G177|base_weight|Per 100 g|
G177|Energy, by calculation|55|kcal
G177|Moisture|85.4|g
G177|Protein, total|9.32|g
G177|Fat, total|0.92|g
G177|Carbohydrate, available|2.36|g
G177|Ash|1.97|g
G177|Calcium|25|mg
G177|Phosphorus|178|mg
G177|Magnesium|31|mg
G177|Sodium|211|mg
G177|Potassium|72|mg
G177|Iron|10.27|mg
G177|Copper|0.17|mg
G177|Zinc|1.00|mg
G177|Selenium|46.0|mcg
G177|Thiamin|0.01|mg
G177|Riboflavin|0.26|mg
G177|Niacin|1.90|mg
G177|Vitamin C|11|mg
G223|thai_name|หอยแมลงภู่, นึ่ง|
G223|english_name|Mussels, steaming|
G223|scientific_name|Perna viridis|
G223|base_weight|Per 100 g|
G223|Energy, by calculation|97|kcal
G223|Moisture|72.6|g
G223|Protein, total|15.57|g
G223|Fat, total|2.15|g
G223|Carbohydrate, available|3.75|g
G223|Ash|5.96|g
G223|Magnesium|80|mg
G223|Potassium|1|mg
G223|Iron|15.64|mg
G223|Zinc|1.60|mg
G223|Retinol|124|mcg
G223|Vitamin A; retinol activity equivalent|124|mcg
G223|Riboflavin|0.03|mg
G223|Niacin|0.43|mg
G223|Fatty acids, total saturated|1.15|g
G223|Fatty acids, total monounsaturated|0.27|g
G223|Fatty acids, total polyunsaturated|0.57|g
G223|Fatty acids, total omega-3 polyunsaturated|0.47|g
G223|Fatty acids, total omega-6 polyunsaturated|0.10|g
G223|Cholesterol|100|mg
G179|thai_name|หอยแมลงภู่, แห้ง|
G179|english_name|Mussel, green, dried|
G179|scientific_name|Mytilus samaragdinus|
G179|base_weight|Per 100 g|
G179|Energy, by calculation|272|kcal
G179|Moisture|28.0|g
G179|Protein, total|41.66|g
G179|Fat, total|4.91|g
G179|Carbohydrate, available|15.19|g
G179|Ash|10.21|g
G179|Calcium|89|mg
G179|Phosphorus|500|mg
G179|Iron|57.50|mg
G179|Thiamin|0.09|mg
G179|Riboflavin|1.01|mg
G180|thai_name|หอยลาย, ดิบ|
G180|english_name|Clam, undulated surf, raw|
G180|scientific_name|Paphia undulata|
G180|base_weight|Per 100 g|
G180|Energy, by calculation|64|kcal
G180|Moisture|82.3|g
G180|Protein, total|10.29|g
G180|Fat, total|0.51|g
G180|Carbohydrate, available|4.50|g
G180|Ash|2.40|g
G180|Calcium|94|mg
G180|Phosphorus|112|mg
G180|Iron|5.70|mg
G180|Riboflavin|0.16|mg
G180|Vitamin C|2|mg
G224|thai_name|หอยลาย, ผัด|
G224|english_name|Clam, undulated surf, stir fried|
G224|scientific_name|Paphia undulata|
G224|base_weight|Per 100 g|
G224|Energy, by calculation|66|kcal
G224|Moisture|82.9|g
G224|Protein, total|9.68|g
G224|Fat, total|1.60|g
G224|Carbohydrate, available|3.28|g
G224|Ash|2.54|g
G224|Calcium|110|mg
G224|Magnesium|89|mg
G224|Potassium|161|mg
G224|Iron|12.58|mg
G224|Zinc|0.99|mg
G224|Retinol|18|mcg
G224|Vitamin A; retinol activity equivalent|18|mcg
G224|Riboflavin|0.23|mg
G224|Niacin|1.09|mg
G224|Fatty acids, total saturated|0.49|g
G224|Fatty acids, total monounsaturated|0.29|g
G224|Fatty acids, total polyunsaturated|0.72|g
G224|Fatty acids, total omega-3 polyunsaturated|0.22|g
G224|Fatty acids, total omega-6 polyunsaturated|0.49|g
G224|Cholesterol|37|mg
G184|thai_name|หอยส้ม, ดิบ|
G184|english_name|Scallop, radiated, raw|
G184|scientific_name|Amusium pleuronectes|
G184|base_weight|Per 100 g|
G184|Energy, by calculation|76|kcal
G184|Moisture|75.5|g
G184|Protein, total|6.80|g
G184|Fat, total|0.90|g
G184|Carbohydrate, available|10.10|g
G184|Ash|6.70|g
G186|thai_name|หอยเสียบ, แห้ง|
G186|english_name|Clam, bean / wedge shell, dried|
G186|scientific_name|Donax faba|
G186|base_weight|Per 100 g|
G186|Energy, by calculation|247|kcal
G186|Moisture|24.6|g
G186|Protein, total|48.10|g
G186|Fat, total|2.00|g
G186|Carbohydrate, available|9.10|g
G186|Ash|16.20|g
G186|Calcium|266|mg
G186|Phosphorus|595|mg
G186|Iron|25.40|mg
G187|thai_name|หอยหลอด, แห้ง|
G187|english_name|Clam, razor, dried|
G187|scientific_name|Solen regularis|
G187|base_weight|Per 100 g|
G187|Energy, by calculation|300|kcal
G187|Moisture|25.0|g
G187|Protein, total|43.40|g
G187|Fat, total|2.90|g
G187|Carbohydrate, available|25.20|g
G187|Ash|3.50|g
G187|Calcium|198|mg
G187|Phosphorus|388|mg
G187|Iron|12.50|mg
G187|Thiamin|0.21|mg
G187|Riboflavin|0.13|mg
G188|thai_name|หูฉลาม, แห้ง|
G188|english_name|Shark fins, dried|
G188|scientific_name|Scoliodon walbeehmi|
G188|base_weight|Per 100 g|
G188|Energy, by calculation|282|kcal
G188|Moisture|24.4|g
G188|Protein, total|61.60|g
G188|Fat, total|2.30|g
G188|Carbohydrate, available|3.80|g
G188|Ash|7.90|g
G188|Calcium|70|mg
G10|thai_name|กุ้ง, ในน้ำเกลือ, บรรจุกระป๋อง|
G10|english_name|Shrimp, canned in brine|
G10|scientific_name|-|
G10|base_weight|Per 100 g|
G10|Energy, by calculation|102|kcal
G10|Moisture|73.3|g
G10|Protein, total|21.34|g
G10|Fat, total|1.07|g
G10|Carbohydrate, available|1.83|g
G10|Ash|2.50|g
G10|Calcium|144|mg
G10|Sodium|601|mg
G10|Iron|1.85|mg
G10|Retinol|2|mcg
G10|Vitamin A; retinol activity equivalent|2|mcg
G226|thai_name|กุ้ง, ป่น, อบ, สำเร็จรูป, บรรจุขวดแก้ว|
G226|english_name|Shrimp, seasoned ground, baked, dried, packed in glass bottle|
G226|scientific_name|-|
G226|base_weight|Per 100 g|
G226|Energy, by calculation|334|kcal
G226|Moisture|2.6|g
G226|Protein, total|68.70|g
G226|Fat, total|5.15|g
G226|Carbohydrate, available|1.75|g
G226|Dietary fibre|2.7|g
G226|Ash|19.10|g
G226|Calcium|1,153|mg
G226|Phosphorus|840|mg
G226|Sodium|2,602|mg
G226|Iron|5.20|mg
G226|Thiamin|1.80|mg
G226|Riboflavin|0.08|mg
G226|Sugars, total|0.10|g
