food_id|attribute|value
AP063|Vitamin C (Vit. C)| : 0 mg
AP064|food_name|Koyabu
AP064|food_group|Cereals
AP064|food_type|Processed/Products
AP064|base_weight|100 g
AP064|base_weight_edible|Edible weight 100 %
AP064|Air (Water)| : 44.2 g
AP064|Energi (Energy)| : 241 Kal
AP064|Protein (Protein)| : 3.4 g
AP064|Lemak (Fat)| : 4.3 g
AP064|Karbohidrat (CHO)| : 47.2 g
AP064|Abu (ASH)| : 0.9 g
AP065|food_name|Kue ali
AP065|food_group|Cereals
AP065|food_type|Processed/Products
AP065|base_weight|100 g
AP065|base_weight_edible|Edible weight 100 %
AP065|Air (Water)| : 12.8 g
AP065|Energi (Energy)| : 440 Kal
AP065|Protein (Protein)| : 3.8 g
AP065|Lemak (Fat)| : 18.5 g
AP065|Karbohidrat (CHO)| : 64.5 g
AP065|Serat (Fibre)| : 0.3 g
AP065|Abu (ASH)| : 0.4 g
AP065|Kalsium (Ca)| : 27 mg
AP065|Fosfor (P)| : 47 mg
AP065|Besi (Fe)| : 2.5 mg
AP065|Retinol (Vit. A)| : 0 mcg
AP065|Karoten Total (Re)| : 0 mcg
AP065|Thiamin (Vit. B1)| : 0.13 mg
AP065|Riboflavin (Vit. B2)| : 0.09 mg
AP065|Niasin (Niacin)| : 0.0 mg
AP065|Vitamin C (Vit. C)| : 0 mg
AP066|food_name|Kue bangen
AP066|food_group|Cereals
AP066|food_type|Processed/Products
AP066|base_weight|100 g
AP066|base_weight_edible|Edible weight 100 %
AP066|Air (Water)| : 5.6 g
AP066|Energi (Energy)| : 442 Kal
AP066|Protein (Protein)| : 3.3 g
AP066|Lemak (Fat)| : 14.7 g
AP066|Karbohidrat (CHO)| : 74.2 g
AP066|Abu (ASH)| : 2.2 g
AP067|food_name|Kue gelang
AP067|food_group|Cereals
AP067|food_type|Processed/Products
AP067|base_weight|100 g
AP067|base_weight_edible|Edible weight 100 %
AP067|Air (Water)| : 7.1 g
AP067|Energi (Energy)| : 448 Kal
AP067|Protein (Protein)| : 5.8 g
AP067|Lemak (Fat)| : 16.1 g
AP067|Karbohidrat (CHO)| : 70.0 g
AP067|Abu (ASH)| : 1.0 g
AP070|food_name|Kue koa
AP070|food_group|Cereals
AP070|food_type|Processed/Products
AP070|base_weight|100 g
AP070|base_weight_edible|Edible weight 100 %
AP070|Air (Water)| : 14.5 g
AP070|Energi (Energy)| : 340 Kal
AP070|Protein (Protein)| : 4.8 g
AP070|Lemak (Fat)| : 0.4 g
AP070|Karbohidrat (CHO)| : 79.3 g
AP070|Abu (ASH)| : 1.0 g
AP071|food_name|Kue ku temu
AP071|food_group|Cereals
AP071|food_type|Processed/Products
AP071|base_weight|100 g
AP071|base_weight_edible|Edible weight 100 %
AP071|Air (Water)| : 46.2 g
AP071|Energi (Energy)| : 214 Kal
AP071|Protein (Protein)| : 3.5 g
AP071|Lemak (Fat)| : 0.2 g
AP071|Karbohidrat (CHO)| : 49.6 g
AP071|Abu (ASH)| : 0.5 g
AP072|food_name|Kue lumpur
AP072|food_group|Cereals
AP072|food_type|Processed/Products
AP072|base_weight|100 g
AP072|base_weight_edible|Edible weight 100 %
AP072|Air (Water)| : 40.1 g
AP072|Energi (Energy)| : 291 Kal
AP072|Protein (Protein)| : 3.6 g
AP072|Lemak (Fat)| : 11.1 g
AP072|Karbohidrat (CHO)| : 44.1 g
AP072|Abu (ASH)| : 1.1 g
AP072|Kalsium (Ca)| : 96 mg
AP072|Fosfor (P)| : 60 mg
AP072|Besi (Fe)| : 2.3 mg
AP072|Retinol (Vit. A)| : 20 mcg
AP072|Karoten Total (Re)| : 400 mcg
AP072|Thiamin (Vit. B1)| : 0.24 mg
AP073|food_name|Kue pelita
AP073|food_group|Cereals
AP073|food_type|Processed/Products
AP073|base_weight|100 g
AP073|base_weight_edible|Edible weight 100 %
AP073|Air (Water)| : 71.0 g
AP073|Energi (Energy)| : 141 Kal
AP073|Protein (Protein)| : 5.3 g
AP073|Lemak (Fat)| : 5.5 g
AP073|Karbohidrat (CHO)| : 17.6 g
AP073|Abu (ASH)| : 0.6 g
AP074|food_name|Kue putu cangkir
AP074|food_group|Cereals
AP074|food_type|Processed/Products
AP074|base_weight|100 g
AP074|base_weight_edible|Edible weight 100 %
AP074|Air (Water)| : 32.6 g
AP074|Energi (Energy)| : 304 Kal
AP074|Protein (Protein)| : 5.3 g
AP074|Lemak (Fat)| : 7.0 g
AP074|Karbohidrat (CHO)| : 54.9 g
AP074|Serat (Fibre)| : 0.9 g
AP074|Abu (ASH)| : 0.2 g
AP074|Kalsium (Ca)| : 18 mg
AP074|Fosfor (P)| : 193 mg
AP074|Besi (Fe)| : 4.0 mg
AP074|Retinol (Vit. A)| : 0 mcg
AP074|Karoten Total (Re)| : 0 mcg
AP074|Thiamin (Vit. B1)| : 0.06 mg
AP074|Vitamin C (Vit. C)| : 0 mg
AP076|food_name|Kue thipan
AP076|food_group|Cereals
AP076|food_type|Processed/Products
AP076|base_weight|100 g
AP076|base_weight_edible|Edible weight 100 %
AP076|Air (Water)| : 43.0 g
AP076|Energi (Energy)| : 247 Kal
AP076|Protein (Protein)| : 2.9 g
AP076|Lemak (Fat)| : 4.2 g
AP076|Karbohidrat (CHO)| : 49.5 g
AP076|Abu (ASH)| : 0.4 g
AP076|Kalsium (Ca)| : 16 mg
AP076|Fosfor (P)| : 107 mg
AP076|Besi (Fe)| : 1.8 mg
AP076|Natrium (Na)| : 95 mg
AP076|Kalium (K)| : 56.0 mg
AP076|Tembaga (Cu)| : 1.30 mg
AP076|Seng (Zn)| : 0.8 mg
AP076|Thiamin (Vit. B1)| : 0.17 mg
CP046|food_name|Kwaci (dried sunflower seeds)
CP046|food_group|Grains and Legumes
CP046|food_type|Processed/Products
CP046|base_weight|100 g
CP046|base_weight_edible|Edible weight 35 %
CP046|Air (Water)| : 9.9 g
CP046|Energi (Energy)| : 515 Kal
CP046|Protein (Protein)| : 30.6 g
CP046|Lemak (Fat)| : 42.1 g
CP046|Karbohidrat (CHO)| : 13.8 g
CP046|Serat (Fibre)| : 13.6 g
CP046|Abu (ASH)| : 3.7 g
CP046|Kalsium (Ca)| : 54 mg
CP046|Fosfor (P)| : 312 mg
CP046|Besi (Fe)| : 6.2 mg
CP046|Natrium (Na)| : 124 mg
CP046|Kalium (K)| : 448.6 mg
CP046|Tembaga (Cu)| : 0.65 mg
CP046|Seng (Zn)| : 9.7 mg
CP046|Retinol (Vit. A)| : 0 mcg
CP046|Thiamin (Vit. B1)| : 0.02 mg
CP046|Riboflavin (Vit. B2)| : 0.19 mg
CP046|Niasin (Niacin)| : 0.3 mg
CP046|Vitamin C (Vit. C)| : 0 mg
ER061|food_name|Kweni mango, fresh
ER061|food_group|Fruits
ER061|food_type|Raw
ER061|base_weight|100 g
ER061|base_weight_edible|Edible weight 65 %
ER061|Air (Water)| : 78.6 g
ER061|Energi (Energy)| : 86 Kal
ER061|Protein (Protein)| : 0.7 g
ER061|Lemak (Fat)| : 0.5 g
ER061|Karbohidrat (CHO)| : 19.8 g
ER061|Serat (Fibre)| : 6.5 g
ER061|Abu (ASH)| : 0.4 g
ER061|Kalsium (Ca)| : 11 mg
ER061|Fosfor (P)| : 11 mg
ER061|Besi (Fe)| : 0.2 mg
ER061|Natrium (Na)| : 1 mg
ER061|Kalium (K)| : 16.0 mg
ER061|Tembaga (Cu)| : 0.10 mg
ER061|Seng (Zn)| : 0.1 mg
ER061|Beta-Karoten (Carotenes)| : 932 mcg
ER061|Thiamin (Vit. B1)| : 0.15 mg
ER061|Riboflavin (Vit. B2)| : 0.02 mg
ER061|Niasin (Niacin)| : 0.5 mg
ER061|Vitamin C (Vit. C)| : 18 mg
ER087|food_name|Lady finger banana, fresh
ER087|food_group|Fruits
ER087|food_type|Raw
ER087|base_weight|100 g
ER087|base_weight_edible|Edible weight 85 %
ER087|Air (Water)| : 64.2 g
ER087|Energi (Energy)| : 127 Kal
ER087|Protein (Protein)| : 1.4 g
ER087|Lemak (Fat)| : 0.2 g
ER087|Karbohidrat (CHO)| : 33.6 g
ER087|Serat (Fibre)| : 1.4 g
ER087|Abu (ASH)| : 0.6 g
ER087|Kalsium (Ca)| : 7 mg
ER087|Fosfor (P)| : 25 mg
ER087|Besi (Fe)| : 0.8 mg
ER087|Natrium (Na)| : 42 mg
ER087|Kalium (K)| : 392.0 mg
ER087|Tembaga (Cu)| : 195.78 mg
ER087|Seng (Zn)| : 0.5 mg
ER087|Beta-Karoten (Carotenes)| : 17 mcg
ER087|Karoten Total (Re)| : 79 mcg
ER087|Thiamin (Vit. B1)| : 0.09 mg
ER087|Riboflavin (Vit. B2)| : 0.08 mg
ER087|Niasin (Niacin)| : 4.5 mg
ER087|Vitamin C (Vit. C)| : 2 mg
AP077|food_name|Laksa/Putu mayang
AP077|food_group|Cereals
AP077|food_type|Processed/Products
AP077|base_weight|100 g
AP077|base_weight_edible|Edible weight 100 %
AP077|Air (Water)| : 73.2 g
AP077|Energi (Energy)| : 121 Kal
AP077|Protein (Protein)| : 1.7 g
AP077|Lemak (Fat)| : 3.4 g
AP077|Karbohidrat (CHO)| : 21.1 g
AP077|Abu (ASH)| : 0.6 g
FR018|food_name|Lamb, kidney, fresh
FR018|food_group|Meat and Poultry
FR018|food_type|Raw
FR018|base_weight|100 g
FR018|base_weight_edible|Edible weight 100 %
FR018|Air (Water)| : 77.8 g
FR018|Energi (Energy)| : 100 Kal
FR018|Protein (Protein)| : 16.6 g
FR018|Lemak (Fat)| : 3.3 g
FR018|Karbohidrat (CHO)| : 1.0 g
FR018|Serat (Fibre)| : 0.0 g
FR018|Abu (ASH)| : 1.3 g
FR018|Kalsium (Ca)| : 13 mg
FR018|Fosfor (P)| : 237 mg
FR018|Besi (Fe)| : 9.2 mg
FR018|Natrium (Na)| : 155 mg
FR018|Kalium (K)| : 276.0 mg
FR018|Tembaga (Cu)| : 0.48 mg
FR018|Seng (Zn)| : 2.4 mg
FR018|Retinol (Vit. A)| : 348 mcg
FR018|Beta-Karoten (Carotenes)| : 515 mcg
FR018|Thiamin (Vit. B1)| : 0.51 mg
FR018|Riboflavin (Vit. B2)| : 2.35 mg
FR018|Niasin (Niacin)| : 7.5 mg
FR018|Vitamin C (Vit. C)| : 13 mg
FR016|food_name|Lamb, meat, fat, fresh
FR016|food_group|Meat and Poultry
FR016|food_type|Raw
FR016|base_weight|100 g
FR016|base_weight_edible|Edible weight 100 %
FR016|Air (Water)| : 55.8 g
FR016|Energi (Energy)| : 317 Kal
FR016|Protein (Protein)| : 15.7 g
FR016|Lemak (Fat)| : 27.7 g
FR016|Karbohidrat (CHO)| : 0.0 g
FR016|Serat (Fibre)| : 0.0 g
FR016|Abu (ASH)| : 0.8 g
FR016|Kalsium (Ca)| : 9 mg
FR016|Fosfor (P)| : 157 mg
FR016|Besi (Fe)| : 2.4 mg
FR016|Natrium (Na)| : 64 mg
FR016|Kalium (K)| : 242.1 mg
FR016|Tembaga (Cu)| : 0.11 mg
FR016|Seng (Zn)| : 3.7 mg
FR016|Retinol (Vit. A)| : 0 mcg
FR016|Beta-Karoten (Carotenes)| : 0 mcg
FR016|Thiamin (Vit. B1)| : 0.14 mg
FR016|Riboflavin (Vit. B2)| : 0.23 mg
FR016|Niasin (Niacin)| : 6.5 mg
FR016|Vitamin C (Vit. C)| : 0 mg
FR017|food_name|Lamb, meat, lean, fresh
FR017|food_group|Meat and Poultry
FR017|food_type|Raw
FR017|base_weight|100 g
FR017|base_weight_edible|Edible weight 100 %
FR017|Air (Water)| : 66.3 g
FR017|Energi (Energy)| : 202 Kal
FR017|Protein (Protein)| : 17.1 g
FR017|Lemak (Fat)| : 14.8 g
FR017|Karbohidrat (CHO)| : 0.0 g
FR017|Serat (Fibre)| : 0.0 g
FR017|Abu (ASH)| : 1.8 g
FR017|Kalsium (Ca)| : 10 mg
FR017|Fosfor (P)| : 191 mg
FR017|Besi (Fe)| : 2.6 mg
FR017|Natrium (Na)| : 90 mg
FR017|Kalium (K)| : 355.0 mg
FR017|Tembaga (Cu)| : 0.08 mg
FR017|Seng (Zn)| : 2.8 mg
FR017|Retinol (Vit. A)| : 0 mcg
FR017|Beta-Karoten (Carotenes)| : 0 mcg
FR017|Thiamin (Vit. B1)| : 0.15 mg
FR017|Riboflavin (Vit. B2)| : 0.26 mg
FR017|Niasin (Niacin)| : 5.7 mg
FR017|Vitamin C (Vit. C)| : 0 mg
EP004|food_name|Lampung cracker
EP004|food_group|Fruits
EP004|food_type|Processed/Products
EP004|base_weight|100 g
EP004|base_weight_edible|Edible weight 100 %
EP004|Air (Water)| : 5.0 g
EP004|Energi (Energy)| : 485 Kal
EP004|Protein (Protein)| : 1.7 g
EP004|Lemak (Fat)| : 22.2 g
EP004|Karbohidrat (CHO)| : 69.7 g
EP004|Serat (Fibre)| : 0.6 g
EP004|Abu (ASH)| : 1.5 g
EP004|Kalsium (Ca)| : 43 mg
EP004|Fosfor (P)| : 65 mg
EP004|Besi (Fe)| : 0.8 mg
EP004|Karoten Total (Re)| : 1,464 mcg
EP004|Thiamin (Vit. B1)| : 0.34 mg
EP004|Vitamin C (Vit. C)| : 0 mg
DP027|food_name|Lamtoro wrapped in banana leaves
DP027|food_group|Vegetables
DP027|food_type|Processed/Products
DP027|base_weight|100 g
DP027|base_weight_edible|Edible weight 100 %
DP027|Air (Water)| : 63.9 g
DP027|Energi (Energy)| : 186 Kal
DP027|Protein (Protein)| : 11.7 g
DP027|Lemak (Fat)| : 9.7 g
DP027|Karbohidrat (CHO)| : 13.0 g
DP027|Serat (Fibre)| : 2.1 g
DP027|Abu (ASH)| : 2.2 g
DP027|Kalsium (Ca)| : 771 mg
DP027|Fosfor (P)| : 322 mg
DP027|Besi (Fe)| : 26.0 mg
DP027|Retinol (Vit. A)| : 18 mcg
DP027|Karoten Total (Re)| : 179 mcg
DP027|Thiamin (Vit. B1)| : 0.27 mg
DP027|Vitamin C (Vit. C)| : 2 mg
ER049|food_name|Langsat, fresh
ER049|food_group|Fruits
ER049|food_type|Raw
ER049|base_weight|100 g
ER049|base_weight_edible|Edible weight 64 %
ER049|Air (Water)| : 85.0 g
ER049|Energi (Energy)| : 86 Kal
ER049|Protein (Protein)| : 1.6 g
ER049|Lemak (Fat)| : 0.2 g
ER049|Karbohidrat (CHO)| : 13.0 g
ER049|Serat (Fibre)| : 1.4 g
ER049|Abu (ASH)| : 0.2 g
ER049|Kalsium (Ca)| : 22 mg
ER049|Fosfor (P)| : 38 mg
ER049|Besi (Fe)| : 1.3 mg
ER049|Natrium (Na)| : 2 mg
ER049|Kalium (K)| : 118.3 mg
ER049|Tembaga (Cu)| : 0.08 mg
ER049|Seng (Zn)| : 0.2 mg
ER049|Beta-Karoten (Carotenes)| : 0 mcg
ER049|Karoten Total (Re)| : 20 mcg
ER049|Thiamin (Vit. B1)| : 0.04 mg
ER049|Riboflavin (Vit. B2)| : 0.04 mg
ER049|Niasin (Niacin)| : 1.5 mg
ER049|Vitamin C (Vit. C)| : 3 mg
ER051|food_name|Langsat, fresh
ER051|food_group|Fruits
ER051|food_type|Raw
ER051|base_weight|100 g
ER051|base_weight_edible|Edible weight 64 %
ER051|Air (Water)| : 84.1 g
ER051|Energi (Energy)| : 56 Kal
ER051|Protein (Protein)| : 0.9 g
ER051|Lemak (Fat)| : 0.2 g
ER051|Karbohidrat (CHO)| : 14.3 g
ER051|Serat (Fibre)| : 1.4 g
ER051|Abu (ASH)| : 0.5 g
ER051|Kalsium (Ca)| : 17 mg
ER051|Fosfor (P)| : 24 mg
ER051|Besi (Fe)| : 1.1 mg
ER051|Natrium (Na)| : 1 mg
ER051|Kalium (K)| : 232.0 mg
ER051|Tembaga (Cu)| : 0.09 mg
ER051|Seng (Zn)| : 0.2 mg
ER051|Karoten Total (Re)| : 0 mcg
ER051|Thiamin (Vit. B1)| : 0.07 mg
ER051|Riboflavin (Vit. B2)| : 0.00 mg
ER051|Niasin (Niacin)| : 0.8 mg
ER051|Vitamin C (Vit. C)| : 9 mg
ER022|food_name|Langsat, fresh
ER022|food_group|Fruits
ER022|food_type|Raw
ER022|base_weight|100 g
ER022|base_weight_edible|Edible weight 64 %
ER022|Air (Water)| : 82.0 g
ER022|Energi (Energy)| : 63 Kal
ER022|Protein (Protein)| : 1.0 g
ER022|Lemak (Fat)| : 0.2 g
ER022|Karbohidrat (CHO)| : 16.1 g
ER022|Serat (Fibre)| : 4.3 g
ER022|Abu (ASH)| : 0.7 g
ER022|Kalsium (Ca)| : 18 mg
ER022|Fosfor (P)| : 9 mg
ER022|Besi (Fe)| : 0.9 mg
ER022|Natrium (Na)| : 2 mg
ER022|Kalium (K)| : 149.0 mg
ER022|Tembaga (Cu)| : 0.09 mg
ER022|Seng (Zn)| : 0.2 mg
ER022|Beta-Karoten (Carotenes)| : 0 mcg
ER022|Karoten Total (Re)| : 0 mcg
ER022|Thiamin (Vit. B1)| : 0.05 mg
ER022|Riboflavin (Vit. B2)| : 0.15 mg
ER022|Niasin (Niacin)| : 1.5 mg
ER022|Vitamin C (Vit. C)| : 9 mg
DR125|food_name|Lantar, fresh
DR125|food_group|Vegetables
DR125|food_type|Raw
DR125|base_weight|100 g
DR125|base_weight_edible|Edible weight -
DR125|Air (Water)| : 91.2 g
DR125|Energi (Energy)| : 34 Kal
DR125|Protein (Protein)| : 2.2 g
DR125|Lemak (Fat)| : 0.3 g
DR125|Karbohidrat (CHO)| : 5.5 g
DR125|Serat (Fibre)| : 2.9 g
DR125|Abu (ASH)| : 0.8 g
DR125|Kalsium (Ca)| : 10 mg
DR125|Fosfor (P)| : 58 mg
DR125|Besi (Fe)| : 0.4 mg
DR125|Natrium (Na)| : 3 mg
DR125|Kalium (K)| : 155.0 mg
DR125|Tembaga (Cu)| : 0.20 mg
DR125|Seng (Zn)| : 0.4 mg
DR125|Beta-Karoten (Carotenes)| : 38 mcg
DR125|Thiamin (Vit. B1)| : 0.30 mg
DR125|Riboflavin (Vit. B2)| : 0.07 mg
DR125|Niasin (Niacin)| : 0.4 mg
DR125|Vitamin C (Vit. C)| : 4 mg
BP048|food_name|Lanting getuk
BP048|food_group|Starchy Roots & Tubers
BP048|food_type|Processed/Products
BP048|base_weight|100 g
BP048|base_weight_edible|Edible weight 100 %
BP048|Air (Water)| : 4.2 g
BP048|Energi (Energy)| : 422 Kal
BP048|Protein (Protein)| : 0.9 g
BP048|Lemak (Fat)| : 10.8 g
BP048|Karbohidrat (CHO)| : 80.4 g
BP048|Serat (Fibre)| : 1.4 g
BP048|Abu (ASH)| : 3.8 g
BP048|Kalsium (Ca)| : 206 mg
BP048|Fosfor (P)| : 104 mg
BP048|Besi (Fe)| : 3.6 mg
BP048|Retinol (Vit. A)| : 0 mcg
BP048|Karoten Total (Re)| : 0 mcg
BP048|Thiamin (Vit. B1)| : 0.43 mg
BP048|Vitamin C (Vit. C)| : 0 mg
AP078|food_name|Lapis legit
AP078|food_group|Cereals
AP078|food_type|Processed/Products
AP078|base_weight|100 g
AP078|base_weight_edible|Edible weight 100 %
AP078|Air (Water)| : 21.3 g
AP078|Energi (Energy)| : 389 Kal
AP078|Protein (Protein)| : 6.6 g
AP078|Lemak (Fat)| : 15.7 g
AP078|Karbohidrat (CHO)| : 55.5 g
AP078|Serat (Fibre)| : 0.5 g
AP078|Abu (ASH)| : 0.9 g
AP078|Kalsium (Ca)| : 16 mg
AP078|Fosfor (P)| : 136 mg
AP078|Besi (Fe)| : 1.9 mg
AP078|Retinol (Vit. A)| : 41 mcg
AP078|Karoten Total (Re)| : 1,032 mcg
AP078|Thiamin (Vit. B1)| : 0.26 mg
AP078|Riboflavin (Vit. B2)| : 0.09 mg
AP078|Niasin (Niacin)| : 3.0 mg
AP078|Vitamin C (Vit. C)| : 0 mg
GR041|food_name|Large saltwater clam, fresh
GR041|food_group|Fish and Other Seafood
GR041|food_type|Raw
GR041|base_weight|100 g
GR041|base_weight_edible|Edible weight -
GR041|Air (Water)| : 77.6 g
GR041|Energi (Energy)| : 90 Kal
GR041|Protein (Protein)| : 20.4 g
GR041|Lemak (Fat)| : 0.9 g
GR041|Karbohidrat (CHO)| : 0.0 g
GR041|Abu (ASH)| : 1.1 g
GR041|Kalsium (Ca)| : 88 mg
GR041|Fosfor (P)| : 270 mg
GR041|Besi (Fe)| : 0.7 mg
GR041|Natrium (Na)| : 56 mg
GR041|Kalium (K)| : 281.0 mg
GR041|Tembaga (Cu)| : 0.30 mg
GR041|Seng (Zn)| : 0.9 mg
GR041|Retinol (Vit. A)| : 1,047 mcg
GR041|Thiamin (Vit. B1)| : 0.32 mg
GR041|Riboflavin (Vit. B2)| : 0.03 mg
GR041|Niasin (Niacin)| : 0.2 mg
GR047|food_name|Largehead hairtail, fresh
GR047|food_group|Fish and Other Seafood
GR047|food_type|Raw
GR047|base_weight|100 g
GR047|base_weight_edible|Edible weight 89 %
GR047|Air (Water)| : 78.2 g
GR047|Energi (Energy)| : 97 Kal
GR047|Protein (Protein)| : 17.9 g
GR047|Lemak (Fat)| : 2.0 g
GR047|Karbohidrat (CHO)| : 0.4 g
GR047|Serat (Fibre)| : 0.0 g
GR047|Abu (ASH)| : 1.5 g
GR047|Kalsium (Ca)| : 40 mg
GR047|Fosfor (P)| : 100 mg
GR047|Besi (Fe)| : 2.5 mg
GR047|Retinol (Vit. A)| : 21 mcg
GR047|Karoten Total (Re)| : 0 mcg
GR047|Thiamin (Vit. B1)| : 0.10 mg
GR047|Vitamin C (Vit. C)| : 0 mg
ER088|food_name|Latundan banana, fresh
ER088|food_group|Fruits
ER088|food_type|Raw
ER088|base_weight|100 g
ER088|base_weight_edible|Edible weight 86 %
ER088|Air (Water)| : 69.3 g
ER088|Energi (Energy)| : 108 Kal
ER088|Protein (Protein)| : 1.3 g
ER088|Lemak (Fat)| : 0.3 g
ER088|Karbohidrat (CHO)| : 28.2 g
ER088|Serat (Fibre)| : 0.7 g
ER088|Abu (ASH)| : 1.0 g
ER088|Kalsium (Ca)| : 16 mg
ER088|Fosfor (P)| : 38 mg
ER088|Besi (Fe)| : 0.1 mg
ER088|Natrium (Na)| : 31 mg
ER088|Kalium (K)| : 522.6 mg
ER088|Tembaga (Cu)| : 0.27 mg
ER088|Seng (Zn)| : 0.6 mg
ER088|Beta-Karoten (Carotenes)| : 48 mcg
ER088|Karoten Total (Re)| : 480 mcg
ER088|Thiamin (Vit. B1)| : 0.02 mg
ER088|Riboflavin (Vit. B2)| : 0.08 mg
ER088|Niasin (Niacin)| : 1.1 mg
ER088|Vitamin C (Vit. C)| : 2 mg
FP055|food_name|Lawara jangang, dish
FP055|food_group|Meat and Poultry
FP055|food_type|Processed/Products
FP055|base_weight|100 g
FP055|base_weight_edible|Edible weight 100 %
FP055|Air (Water)| : 72.4 g
FP055|Energi (Energy)| : 159 Kal
FP055|Protein (Protein)| : 5.0 g
FP055|Lemak (Fat)| : 10.9 g
FP055|Karbohidrat (CHO)| : 10.1 g
FP055|Abu (ASH)| : 1.6 g
FP055|Kalsium (Ca)| : 57 mg
FP055|Fosfor (P)| : 107 mg
FP055|Besi (Fe)| : 1.5 mg
FP055|Natrium (Na)| : 400 mg
FP055|Kalium (K)| : 2,368.0 mg
FP055|Tembaga (Cu)| : 0.10 mg
FP055|Seng (Zn)| : 1.0 mg
FP055|Retinol (Vit. A)| : 14 mcg
FP055|Thiamin (Vit. B1)| : 0.25 mg
FP055|Riboflavin (Vit. B2)| : 0.16 mg
GP073|food_name|Lawara penjah, dish
GP073|food_group|Fish and Other Seafood
GP073|food_type|Processed/Products
GP073|base_weight|100 g
GP073|base_weight_edible|Edible weight 100 %
GP073|Air (Water)| : 64.5 g
GP073|Energi (Energy)| : 207 Kal
GP073|Protein (Protein)| : 7.4 g
GP073|Lemak (Fat)| : 15.4 g
GP073|Karbohidrat (CHO)| : 9.6 g
GP073|Abu (ASH)| : 2.9 g
GP073|Kalsium (Ca)| : 114 mg
GP073|Fosfor (P)| : 219 mg
GP073|Besi (Fe)| : 5.9 mg
GP073|Natrium (Na)| : 683 mg
GP073|Kalium (K)| : 117.0 mg
GP073|Tembaga (Cu)| : 0.50 mg
GP073|Seng (Zn)| : 0.7 mg
GP073|Retinol (Vit. A)| : 0 mcg
GP073|Beta-Karoten (Carotenes)| : 38 mcg
GP073|Thiamin (Vit. B1)| : 0.19 mg
GP073|Riboflavin (Vit. B2)| : 0.04 mg
GP073|Vitamin C (Vit. C)| : 14 mg
GR023|food_name|Leaf fish, fresh
GR023|food_group|Fish and Other Seafood
GR023|food_type|Raw
GR023|base_weight|100 g
GR023|base_weight_edible|Edible weight -
GR023|Air (Water)| : 78.6 g
GR023|Energi (Energy)| : 101 Kal
GR023|Protein (Protein)| : 11.5 g
GR023|Lemak (Fat)| : 4.1 g
GR023|Karbohidrat (CHO)| : 4.6 g
GR023|Serat (Fibre)| : 0.0 g
GR023|Abu (ASH)| : 1.2 g
GR023|Kalsium (Ca)| : 80 mg
GR023|Fosfor (P)| : 210 mg
GR023|Besi (Fe)| : 0.8 mg
GR023|Natrium (Na)| : 120 mg
GR023|Kalium (K)| : 270.0 mg
GR023|Tembaga (Cu)| : 0.10 mg
GR023|Seng (Zn)| : 0.9 mg
GR023|Retinol (Vit. A)| : 0 mcg
GR023|Thiamin (Vit. B1)| : 0.08 mg
GR023|Riboflavin (Vit. B2)| : 0.07 mg
GR023|Niasin (Niacin)| : 0.1 mg
GR023|Vitamin C (Vit. C)| : 0 mg
EP005|food_name|Ledre pisang
EP005|food_group|Fruits
EP005|food_type|Processed/Products
EP005|base_weight|100 g
EP005|base_weight_edible|Edible weight 100 %
EP005|Air (Water)| : 3.6 g
EP005|Energi (Energy)| : 405 Kal
EP005|Protein (Protein)| : 4.8 g
EP005|Lemak (Fat)| : 5.1 g
EP005|Karbohidrat (CHO)| : 84.9 g
EP005|Serat (Fibre)| : 0.4 g
EP005|Abu (ASH)| : 1.6 g
EP005|Kalsium (Ca)| : 59 mg
EP005|Fosfor (P)| : 124 mg
EP005|Besi (Fe)| : 2.6 mg
EP005|Beta-Karoten (Carotenes)| : 4 mcg
EP005|Karoten Total (Re)| : 7,330 mcg
EP005|Thiamin (Vit. B1)| : 0.41 mg
EP005|Vitamin C (Vit. C)| : 0 mg
DR049|food_name|Leilem leaves, fresh
DR049|food_group|Vegetables
DR049|food_type|Raw
DR049|base_weight|100 g
DR049|base_weight_edible|Edible weight 90 %
DR049|Air (Water)| : 79.4 g
DR049|Energi (Energy)| : 76 Kal
DR049|Protein (Protein)| : 2.8 g
DR049|Lemak (Fat)| : 0.2 g
DR049|Karbohidrat (CHO)| : 15.8 g
DR049|Serat (Fibre)| : 3.1 g
DR049|Abu (ASH)| : 1.8 g
DR049|Kalsium (Ca)| : 296 mg
DR049|Fosfor (P)| : 22 mg
DR049|Besi (Fe)| : 3.4 mg
DR049|Natrium (Na)| : 6 mg
DR049|Kalium (K)| : 46.0 mg
DR049|Tembaga (Cu)| : 0.50 mg
DR049|Seng (Zn)| : 1.1 mg
DR049|Beta-Karoten (Carotenes)| : 753 mcg
DR049|Thiamin (Vit. B1)| : 0.30 mg
DR049|Riboflavin (Vit. B2)| : 0.10 mg
DR049|Niasin (Niacin)| : 2.5 mg
DR049|Vitamin C (Vit. C)| : 22 mg
DP040|food_name|Lema/ Bamboo shoots sour
DP040|food_group|Vegetables
DP040|food_type|Processed/Products
DP040|base_weight|100 g
DP040|base_weight_edible|Edible weight 100 %
DP040|Air (Water)| : 96.3 g
DP040|Energi (Energy)| : 15 Kal
DP040|Protein (Protein)| : 1.0 g
DP040|Lemak (Fat)| : 0.4 g
DP040|Karbohidrat (CHO)| : 1.9 g
DP040|Abu (ASH)| : 0.4 g
DP040|Kalsium (Ca)| : 17 mg
